mille trois cent vingt et un	NUM
mille trois cent vingt-quatre	NUM
mille trois cent vingt-deux	NUM
mille trois cent vingt-trois	NUM
mille trois cent vingt-cinq	NUM
mille trois cent vingt-six	NUM
mille trois cent vingt-sept	NUM
mille trois cent vingt-huit	NUM
mille trois cent vingt-neuf	NUM
mille trois cent trente	NUM
mille trois cent trente et un	NUM
mille trois cent trente-quatre	NUM
mille trois cent trente-deux	NUM
mille trois cent trente-trois	NUM
mille trois cent trente-cinq	NUM
mille trois cent trente-six	NUM
mille trois cent trente-sept	NUM
mille trois cent trente-huit	NUM
mille trois cent trente-neuf	NUM
mille trois cent quarante	NUM
mille trois cent quarante et un	NUM
mille trois cent quarante-quatre	NUM
mille trois cent quarante-deux	NUM
mille trois cent quarante-trois	NUM
mille trois cent quarante-cinq	NUM
mille trois cent quarante-six	NUM
mille trois cent quarante-sept	NUM
mille trois cent quarante-huit	NUM
mille trois cent quarante-neuf	NUM
mille trois cent cinquante	NUM
mille trois cent cinquante et un	NUM
mille trois cent cinquante-quatre	NUM
mille trois cent cinquante-deux	NUM
mille trois cent cinquante-trois	NUM
mille trois cent cinquante-cinq	NUM
mille trois cent cinquante-six	NUM
mille trois cent cinquante-sept	NUM
mille trois cent cinquante-huit	NUM
mille trois cent cinquante-neuf	NUM
mille trois cent septante	NUM
mille trois cent septante et un	NUM
mille trois cent septante-quatre	NUM
mille trois cent septante-deux	NUM
mille trois cent septante-trois	NUM
mille trois cent septante-cinq	NUM
mille trois cent septante-six	NUM
mille trois cent septante-sept	NUM
mille trois cent septante-huit	NUM
mille trois cent septante-neuf	NUM
mille trois cent octante	NUM
mille trois cent octante et un	NUM
mille trois cent octante-quatre	NUM
mille trois cent octante-deux	NUM
mille trois cent octante-trois	NUM
mille trois cent octante-cinq	NUM
mille trois cent octante-six	NUM
mille trois cent octante-sept	NUM
mille trois cent octante-huit	NUM
mille trois cent octante-neuf	NUM
mille trois cent huitante	NUM
mille trois cent huitante et un	NUM
mille trois cent huitante-quatre	NUM
mille trois cent huitante-deux	NUM
mille trois cent huitante-trois	NUM
mille trois cent huitante-cinq	NUM
mille trois cent huitante-six	NUM
mille trois cent huitante-sept	NUM
mille trois cent huitante-huit	NUM
mille trois cent huitante-neuf	NUM
mille trois cent nonante	NUM
mille trois cent nonante et un	NUM
mille trois cent nonante-quatre	NUM
mille trois cent nonante-deux	NUM
mille trois cent nonante-trois	NUM
mille trois cent nonante-cinq	NUM
mille trois cent nonante-six	NUM
mille trois cent nonante-sept	NUM
mille trois cent nonante-huit	NUM
mille trois cent nonante-neuf	NUM
mille trois cent quatre	NUM
mille trois cent deux	NUM
mille trois cent trois	NUM
mille trois cent cinq	NUM
mille trois cent six	NUM
mille trois cent sept	NUM
mille trois cent huit	NUM
mille trois cent neuf	NUM
mille cinq	NUM
mille cinq cent un	NUM
mille cinq cent soixante	NUM
mille cinq cent soixante et un	NUM
mille cinq cent soixante et onze	NUM
mille cinq cent soixante-dix	NUM
mille cinq cent soixante-dix-sept	NUM
mille cinq cent soixante-dix-huit	NUM
mille cinq cent soixante-dix-neuf	NUM
mille cinq cent soixante-douze	NUM
mille cinq cent soixante-treize	NUM
mille cinq cent soixante-quatorze	NUM
mille cinq cent soixante-quinze	NUM
mille cinq cent soixante-seize	NUM
mille cinq cent soixante-quatre	NUM
mille cinq cent soixante-deux	NUM
mille cinq cent soixante-trois	NUM
mille cinq cent soixante-cinq	NUM
mille cinq cent soixante-six	NUM
mille cinq cent soixante-sept	NUM
mille cinq cent soixante-huit	NUM
mille cinq cent soixante-neuf	NUM
mille cinq cent quatre-vingt	NUM
mille cinq cent quatre-vingt-un	NUM
mille cinq cent quatre-vingt-dix	NUM
mille cinq cent quatre-vingt-onze	NUM
mille cinq cent quatre-vingt-dix-sept	NUM
mille cinq cent quatre-vingt-dix-huit	NUM
mille cinq cent quatre-vingt-dix-neuf	NUM
mille cinq cent quatre-vingt-douze	NUM
mille cinq cent quatre-vingt-treize	NUM
mille cinq cent quatre-vingt-quatorze	NUM
